Itr: 0 | Loss: -0.03607177734375 | Prefix Loss: 0.03607177734375 | Suffix Loss: -7.152557373046875e-06 | Prefixes:!!That | !! UNESCO
Itr: 4 | Loss: 119.8125 | Prefix Loss: 0.0008835792541503906 | Suffix Loss: 119.8125 | Prefixes: amplder | "( Tunis
Itr: 5 | Loss: 535.5 | Prefix Loss: 0.0003542900085449219 | Suffix Loss: 535.5 | Prefixes: fixturelder |  veget Tunis
Itr: 6 | Loss: 422.75 | Prefix Loss: 0.0006232261657714844 | Suffix Loss: 422.75 | Prefixes: airstlder |  Os Tunis
Itr: 7 | Loss: 1223.0 | Prefix Loss: 0.00041484832763671875 | Suffix Loss: 1223.0 | Prefixes: Hlder | ch Tunis
Itr: 8 | Loss: 1288.0 | Prefix Loss: 0.000621795654296875 | Suffix Loss: 1288.0 | Prefixes: solder | dra Tunis
Itr: 9 | Loss: 153.625 | Prefix Loss: 0.0017614364624023438 | Suffix Loss: 153.625 | Prefixes: handler |  glitch Tunis
Itr: 10 | Loss: 145.75 | Prefix Loss: 0.0008597373962402344 | Suffix Loss: 145.75 | Prefixes: Tunis | wolf Tunis
Itr: 11 | Loss: -440.75 | Prefix Loss: 0.0007529258728027344 | Suffix Loss: -440.75 | Prefixes: Farage | SD Tunis
Itr: 12 | Loss: -567.0 | Prefix Loss: 0.0010089874267578125 | Suffix Loss: -567.0 | Prefixes: favoring | Netflix Tunis
Itr: 13 | Loss: 276.5 | Prefix Loss: 0.0002199411392211914 | Suffix Loss: 276.5 | Prefixes: hamm | Ancient Tunis
Itr: 14 | Loss: 621.0 | Prefix Loss: 0.00042629241943359375 | Suffix Loss: 621.0 | Prefixes:fred | ampire Tunis
Itr: 15 | Loss: -265.25 | Prefix Loss: 0.000896453857421875 | Suffix Loss: -265.25 | Prefixes:ppe | ~~ Tunis
Itr: 16 | Loss: 773.5 | Prefix Loss: 0.00013172626495361328 | Suffix Loss: 773.5 | Prefixes:Fran | ul Tunis
Itr: 17 | Loss: 741.5 | Prefix Loss: 0.0005431175231933594 | Suffix Loss: 741.5 | Prefixes:ick | opa Tunis
Itr: 18 | Loss: 250.625 | Prefix Loss: 0.00048828125 | Suffix Loss: 250.625 | Prefixes:enson |  Fairy Tunis
Itr: 19 | Loss: -326.25 | Prefix Loss: 0.001598358154296875 | Suffix Loss: -326.25 | Prefixes: municip | White Tunis
Itr: 20 | Loss: 622.5 | Prefix Loss: 0.0006527900695800781 | Suffix Loss: 622.5 | Prefixes: by |  palette Tunis
Itr: 21 | Loss: 235.625 | Prefix Loss: 0.0004792213439941406 | Suffix Loss: 235.625 | Prefixes: envisioned |  hairc Tunis
Itr: 22 | Loss: -88.75 | Prefix Loss: 0.0003936290740966797 | Suffix Loss: -88.75 | Prefixes: cafes |  Warden Tunis
Itr: 23 | Loss: 501.0 | Prefix Loss: 0.0003402233123779297 | Suffix Loss: 501.0 | Prefixes: a | ment Tunis
Itr: 24 | Loss: 1263.0 | Prefix Loss: 0.0005106925964355469 | Suffix Loss: 1263.0 | Prefixes: inj | ja Tunis
Itr: 25 | Loss: 1173.0 | Prefix Loss: 0.00027942657470703125 | Suffix Loss: 1173.0 | Prefixes:'t | kell Tunis
Itr: 26 | Loss: 682.5 | Prefix Loss: 0.0006122589111328125 | Suffix Loss: 682.5 | Prefixes:ions |  mats Tunis
Itr: 27 | Loss: 464.25 | Prefix Loss: 0.0002180337905883789 | Suffix Loss: 464.25 | Prefixes:land |  dag Tunis
Itr: 28 | Loss: 27.796875 | Prefix Loss: 0.00881195068359375 | Suffix Loss: 27.8125 | Prefixes:;;;;;;;;;;;; |  Nec Tunis
Itr: 29 | Loss: 1413.0 | Prefix Loss: 0.00020575523376464844 | Suffix Loss: 1413.0 | Prefixes: I | agg Tunis
Itr: 30 | Loss: 497.0 | Prefix Loss: 0.00092315673828125 | Suffix Loss: 497.0 | Prefixes: franchises |  Lunar Tunis
Itr: 31 | Loss: -219.625 | Prefix Loss: 0.0008306503295898438 | Suffix Loss: -219.625 | Prefixes:ens | Monster Tunis
Itr: 32 | Loss: -99.4375 | Prefix Loss: 0.00046372413635253906 | Suffix Loss: -99.4375 | Prefixes:Hart | Jordan Tunis
Itr: 33 | Loss: 599.0 | Prefix Loss: 0.00030303001403808594 | Suffix Loss: 599.0 | Prefixes: them | Steel Tunis
Itr: 34 | Loss: -179.5 | Prefix Loss: 0.0006995201110839844 | Suffix Loss: -179.5 | Prefixes: market | Jessica Tunis
Itr: 35 | Loss: -307.75 | Prefix Loss: 0.004047393798828125 | Suffix Loss: -307.75 | Prefixes: Kills |  english Tunis
Itr: 36 | Loss: 876.5 | Prefix Loss: 0.000728607177734375 | Suffix Loss: 876.5 | Prefixes:@ |  roomm Tunis
Itr: 37 | Loss: 2226.0 | Prefix Loss: 0.0005006790161132812 | Suffix Loss: 2226.0 | Prefixes: 2 | et Tunis
Itr: 38 | Loss: 320.75 | Prefix Loss: 0.00019478797912597656 | Suffix Loss: 320.75 | Prefixes:ving |  pod Tunis
Itr: 39 | Loss: 135.125 | Prefix Loss: 0.00035762786865234375 | Suffix Loss: 135.125 | Prefixes: 1907 | aneers Tunis
Itr: 40 | Loss: -219.875 | Prefix Loss: 0.0017499923706054688 | Suffix Loss: -219.875 | Prefixes: cannons | Resource Tunis
Itr: 41 | Loss: 328.75 | Prefix Loss: 0.0006833076477050781 | Suffix Loss: 328.75 | Prefixes: at | iff Tunis
Itr: 42 | Loss: 495.0 | Prefix Loss: 0.000125885009765625 | Suffix Loss: 495.0 | Prefixes: Such | Ancient Tunis
Itr: 43 | Loss: 258.25 | Prefix Loss: 0.0010023117065429688 | Suffix Loss: 258.25 | Prefixes: housing | Team Tunis
Itr: 44 | Loss: 30.421875 | Prefix Loss: 0.01378631591796875 | Suffix Loss: 30.4375 | Prefixes: Unsure | nd Tunis
Itr: 45 | Loss: 3120.0 | Prefix Loss: 0.0005135536193847656 | Suffix Loss: 3120.0 | Prefixes: sp |  mosquit Tunis
Itr: 46 | Loss: 652.5 | Prefix Loss: 0.0005059242248535156 | Suffix Loss: 652.5 | Prefixes:flation |  Azerbai Tunis
Itr: 47 | Loss: 367.75 | Prefix Loss: 0.0002510547637939453 | Suffix Loss: 367.75 | Prefixes:oux |  Niet Tunis
Itr: 48 | Loss: -180.5 | Prefix Loss: 0.0008668899536132812 | Suffix Loss: -180.5 | Prefixes: Stephan |  wiki Tunis
Itr: 49 | Loss: 179.875 | Prefix Loss: 0.0005865097045898438 | Suffix Loss: 179.875 | Prefixes:enhagen |  Randolph Tunis
Itr: 50 | Loss: 1178.0 | Prefix Loss: 0.0002741813659667969 | Suffix Loss: 1178.0 | Prefixes: they |  Levant Tunis
Itr: 51 | Loss: 597.5 | Prefix Loss: -4.494190216064453e-05 | Suffix Loss: 597.5 | Prefixes: " |  Kazakh Tunis
Itr: 52 | Loss: 3014.0 | Prefix Loss: 0.0007009506225585938 | Suffix Loss: 3014.0 | Prefixes: 2 | X Tunis
Itr: 53 | Loss: 252.375 | Prefix Loss: 0.00040268898010253906 | Suffix Loss: 252.375 | Prefixes: advocates |  Ov Tunis
Itr: 54 | Loss: -109.5625 | Prefix Loss: 0.0005216598510742188 | Suffix Loss: -109.5625 | Prefixes: Refuge |  Lance Tunis
Itr: 55 | Loss: -297.5 | Prefix Loss: 0.0001722574234008789 | Suffix Loss: -297.5 | Prefixes: photographed | Shadow Tunis
Itr: 56 | Loss: -156.25 | Prefix Loss: 0.000797271728515625 | Suffix Loss: -156.25 | Prefixes: externalToEVA | Spr Tunis
Itr: 57 | Loss: 3714.0 | Prefix Loss: 0.0007791519165039062 | Suffix Loss: 3714.0 | Prefixes:ial | F Tunis
Itr: 58 | Loss: 208.5 | Prefix Loss: 0.0015077590942382812 | Suffix Loss: 208.5 | Prefixes:itud | Beg Tunis
Itr: 59 | Loss: 745.5 | Prefix Loss: 0.0005273818969726562 | Suffix Loss: 745.5 | Prefixes:uda |  Bashar Tunis
Itr: 60 | Loss: 1056.0 | Prefix Loss: 0.0003285408020019531 | Suffix Loss: 1056.0 | Prefixes: Riv |  Raz Tunis
Itr: 61 | Loss: 289.25 | Prefix Loss: 0.0004508495330810547 | Suffix Loss: 289.25 | Prefixes:un |  Blizz Tunis
Itr: 62 | Loss: 1116.0 | Prefix Loss: 0.0006036758422851562 | Suffix Loss: 1116.0 | Prefixes:igo |  T Tunis
Itr: 63 | Loss: 10.1640625 | Prefix Loss: 0.0003643035888671875 | Suffix Loss: 10.1640625 | Prefixes: Tomas |  Mik Tunis
Itr: 64 | Loss: -478.0 | Prefix Loss: 0.0007147789001464844 | Suffix Loss: -478.0 | Prefixes: Bundesliga |  Straw Tunis
Itr: 65 | Loss: -245.125 | Prefix Loss: 0.0007176399230957031 | Suffix Loss: -245.125 | Prefixes: of | I Tunis
Itr: 66 | Loss: 496.75 | Prefix Loss: 0.0005517005920410156 | Suffix Loss: 496.75 | Prefixes: measurable | Friend Tunis
Itr: 67 | Loss: 166.75 | Prefix Loss: 0.0005903244018554688 | Suffix Loss: 166.75 | Prefixes:THING | S Tunis
Itr: 68 | Loss: 1297.0 | Prefix Loss: 0.0005931854248046875 | Suffix Loss: 1297.0 | Prefixes: de | Saint Tunis
Itr: 69 | Loss: 876.0 | Prefix Loss: 0.0004317760467529297 | Suffix Loss: 876.0 | Prefixes:ameda | orb Tunis
Itr: 70 | Loss: -281.5 | Prefix Loss: 0.00040650367736816406 | Suffix Loss: -281.5 | Prefixes: euth |  Bers Tunis
Itr: 71 | Loss: 364.25 | Prefix Loss: 0.00048351287841796875 | Suffix Loss: 364.25 | Prefixes:ter |  A Tunis
Itr: 72 | Loss: 629.0 | Prefix Loss: 0.00018203258514404297 | Suffix Loss: 629.0 | Prefixes: adequate |  rod Tunis
Itr: 73 | Loss: 193.0 | Prefix Loss: 9.709596633911133e-05 | Suffix Loss: 193.0 | Prefixes: stalls | mone Tunis
Itr: 74 | Loss: 283.5 | Prefix Loss: 7.075071334838867e-05 | Suffix Loss: 283.5 | Prefixes: erect |  Prophe Tunis
Itr: 75 | Loss: -20.015625 | Prefix Loss: 0.0006361007690429688 | Suffix Loss: -20.015625 | Prefixes: lesbian | {{ Tunis
Itr: 76 | Loss: 20.46875 | Prefix Loss: 0.032073974609375 | Suffix Loss: 20.5 | Prefixes: guiName | Rod Tunis
Itr: 77 | Loss: 573.5 | Prefix Loss: 0.0004925727844238281 | Suffix Loss: 573.5 | Prefixes:nd |  Enchant Tunis
Itr: 78 | Loss: 168.75 | Prefix Loss: 0.0004744529724121094 | Suffix Loss: 168.75 | Prefixes: Park |  calculator Tunis
Itr: 79 | Loss: 101.3125 | Prefix Loss: 0.0013027191162109375 | Suffix Loss: 101.3125 | Prefixes: foregoing |  buffs Tunis
Itr: 80 | Loss: 1521.0 | Prefix Loss: 0.0011625289916992188 | Suffix Loss: 1521.0 | Prefixes: disclaim |  w Tunis
Itr: 81 | Loss: 129.375 | Prefix Loss: 0.0001342296600341797 | Suffix Loss: 129.375 | Prefixes: NEC | Sample Tunis
Itr: 82 | Loss: 379.75 | Prefix Loss: 0.0005340576171875 | Suffix Loss: 379.75 | Prefixes:ated | Rex Tunis
Itr: 83 | Loss: -158.125 | Prefix Loss: 0.000614166259765625 | Suffix Loss: -158.125 | Prefixes: grat |  pokemon Tunis
Itr: 84 | Loss: 1737.0 | Prefix Loss: 0.0015745162963867188 | Suffix Loss: 1737.0 | Prefixes: Bobby | 2 Tunis
Itr: 85 | Loss: 640.5 | Prefix Loss: 0.0006899833679199219 | Suffix Loss: 640.5 | Prefixes: blat | Rating Tunis
Itr: 86 | Loss: 371.0 | Prefix Loss: 0.0004374980926513672 | Suffix Loss: 371.0 | Prefixes: Rost | Micro Tunis
Itr: 0 | Loss: -7372.0 | Prefix Loss: 7372.0 | Suffix Loss: -0.58740234375 | Prefixes:!!lder | !! Tunis
Itr: 1 | Loss: -760.5 | Prefix Loss: 1493.0 | Suffix Loss: 732.5 | Prefixes:!!Phoenix | !! cons
Itr: 2 | Loss: -1982.0 | Prefix Loss: 2236.0 | Suffix Loss: 254.125 | Prefixes:!!FINEST | !! warranties
Itr: 3 | Loss: -769.0 | Prefix Loss: 2012.0 | Suffix Loss: 1243.0 | Prefixes:!!ild | !!~~~~~~~~~~~~~~~~
Itr: 4 | Loss: -3124.0 | Prefix Loss: 3444.0 | Suffix Loss: 319.25 | Prefixes:!!amina | !! WTC
Itr: 5 | Loss: -3252.0 | Prefix Loss: 3980.0 | Suffix Loss: 728.5 | Prefixes:!!riet | !! Chrys
Itr: 6 | Loss: -5128.0 | Prefix Loss: 5632.0 | Suffix Loss: 504.0 | Prefixes:!!asca | !!mist
Itr: 7 | Loss: -2620.0 | Prefix Loss: 2650.0 | Suffix Loss: 30.703125 | Prefixes:!!rained | !! Mit
Itr: 8 | Loss: -4308.0 | Prefix Loss: 5060.0 | Suffix Loss: 752.5 | Prefixes:InstoreAndOnlinerained | od Mit
Itr: 9 | Loss: 2908.0 | Prefix Loss: 838.5 | Suffix Loss: 3746.0 | Prefixes: woreAndOnlinerained |  Sakuya Mit
Itr: 10 | Loss: -1619.0 | Prefix Loss: 1747.0 | Suffix Loss: 127.5625 | Prefixes: codecAndOnlinerained |  Warn Mit
Itr: 11 | Loss: -1731.0 | Prefix Loss: 3032.0 | Suffix Loss: 1301.0 | Prefixes: codecAndOnEStreamFrameained |  Warn Moonlight
Itr: 12 | Loss: 3008.0 | Prefix Loss: 1333.0 | Suffix Loss: 4340.0 | Prefixes: codecAndOn Wained |  Warn him
Itr: 13 | Loss: 885.0 | Prefix Loss: 1249.0 | Suffix Loss: 2134.0 | Prefixes: codecAndOn Wluaj |  Warn retro
Itr: 14 | Loss: 900.0 | Prefix Loss: 1426.0 | Suffix Loss: 2326.0 | Prefixes: codecAndOn Wu |  Warnag
Itr: 0 | Loss: -0.63623046875 | Prefix Loss: 0.04888916015625 | Suffix Loss: -0.58740234375 | Prefixes:!!lder | !! Tunis
Itr: 1 | Loss: 732.5 | Prefix Loss: 0.0021820068359375 | Suffix Loss: 732.5 | Prefixes:------lder | - Tunis
Itr: 2 | Loss: 440.75 | Prefix Loss: 0.00010567903518676758 | Suffix Loss: 440.75 | Prefixes: Garrlder | ban Tunis
Itr: 3 | Loss: 852.5 | Prefix Loss: 0.0005631446838378906 | Suffix Loss: 852.5 | Prefixes:atelder | umo Tunis
Itr: 4 | Loss: 119.8125 | Prefix Loss: 0.0008835792541503906 | Suffix Loss: 119.8125 | Prefixes: amplder | "( Tunis
Itr: 0 | Loss: -7372.0 | Prefix Loss: 7372.0 | Suffix Loss: -0.58740234375 | Prefixes:!!lder | !! Tunis
Itr: 1 | Loss: -760.5 | Prefix Loss: 1493.0 | Suffix Loss: 732.5 | Prefixes:!!Phoenix | !! cons
Itr: 2 | Loss: -1982.0 | Prefix Loss: 2236.0 | Suffix Loss: 254.125 | Prefixes:!!FINEST | !! warranties
Itr: 3 | Loss: -769.0 | Prefix Loss: 2012.0 | Suffix Loss: 1243.0 | Prefixes:!!ild | !!~~~~~~~~~~~~~~~~
Itr: 4 | Loss: -3124.0 | Prefix Loss: 3444.0 | Suffix Loss: 319.25 | Prefixes:!!amina | !! WTC
Itr: 5 | Loss: -3252.0 | Prefix Loss: 3980.0 | Suffix Loss: 728.5 | Prefixes:!!riet | !! Chrys
Itr: 6 | Loss: -5128.0 | Prefix Loss: 5632.0 | Suffix Loss: 504.0 | Prefixes:!!asca | !!mist
Itr: 7 | Loss: -2620.0 | Prefix Loss: 2650.0 | Suffix Loss: 30.703125 | Prefixes:!!rained | !! Mit
Itr: 8 | Loss: -4308.0 | Prefix Loss: 5060.0 | Suffix Loss: 752.5 | Prefixes:InstoreAndOnlinerained | od Mit
Itr: 9 | Loss: 2908.0 | Prefix Loss: 838.5 | Suffix Loss: 3746.0 | Prefixes: woreAndOnlinerained |  Sakuya Mit
Itr: 10 | Loss: -1619.0 | Prefix Loss: 1747.0 | Suffix Loss: 127.5625 | Prefixes: codecAndOnlinerained |  Warn Mit
Itr: 11 | Loss: -1731.0 | Prefix Loss: 3032.0 | Suffix Loss: 1301.0 | Prefixes: codecAndOnEStreamFrameained |  Warn Moonlight
Itr: 12 | Loss: 3008.0 | Prefix Loss: 1333.0 | Suffix Loss: 4340.0 | Prefixes: codecAndOn Wained |  Warn him
Itr: 13 | Loss: 885.0 | Prefix Loss: 1249.0 | Suffix Loss: 2134.0 | Prefixes: codecAndOn Wluaj |  Warn retro
Itr: 14 | Loss: 900.0 | Prefix Loss: 1426.0 | Suffix Loss: 2326.0 | Prefixes: codecAndOn Wu |  Warnag
